id2,url,asin,brand,pcategory1,title,listprice,techdetails,proddescrshort,proddescrlong,imageurl,modelno,itemweight,length,width,height
1588,14927403,2690090175,[0],"[23948, 64, 1022, 15649]","[52912, 650, 0, 20775, 1899, 4191, 39589, 1772, 6, 1727]",24.94,"[610, 12, 892, 126, 1347, 62790]","[52912, 650, 0, 20775, 1899, 4191, 39589, 1258, 7, 623, 100587, 624034, 80, 6079, 1630, 3875, 7, 892, 1566, 5, 52912, 650, 0, 20775, 1899, 4191, 0]","[52912, 650, 0, 20775, 1899, 4191, 39589, 1727, 20347, 53899, 19549, 20, 0, 1347, 62790, 8339, 20617, 473098, 1964, 3414, 867, 650]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2509, 66, 4329, 66, 7025, 66, 1607, 66, 0, 643, 0]",CO175,6.347,,,
1589,15269766,5113119445,[23170],"[23948, 64, 1022, 15649]","[23170, 14758, 49306, 203, 392, 2424]",8.88,"[2866, 767628, 7897, 14758, 38664, 12, 1847, 8931, 12, 1996, 4448, 392, 69054]","[23, 23170, 14758, 49306, 11, 7715, 4, 624, 40, 427, 767628, 238882, 77, 54357, 11, 6453, 4, 4615, 534, 14847, 0, 23, 23170, 14758, 49306, 11, 8429, 38664, 12, 589948]","[23170, 14758, 49306, 2866, 767628, 7897, 16509, 14758, 38664, 12, 1847, 19194, 15962, 534, 14460, 11023, 6392, 203]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2688, 66, 303, 66, 929, 66, 513, 66, 0, 643, 0]",7913-25-CS,1.15,10.0,7.56,6.13
1590,14291554,6503083234,[159560],"[5629, 17, 961]","[169625, 62404, 2649, 5, 16599, 8562, 3211, 2208, 46760, 3314, 12, 3900, 14536]",29.84,"[13581, 228, 16599, 3900, 376, 4656, 13458, 4, 331, 7740, 20, 62404, 33, 2649, 2506]","[77, 62404, 2649, 5, 16599, 8562, 14536, 16718, 6939, 715, 4056, 160283, 561, 5, 98, 3900, 16599, 376, 868, 102, 3, 11768, 4306, 420824, 80, 663, 1295, 12, 336, 3114, 868, 7929, 4, 2115, 4793, 33, 98, 1272, 16, 2029, 1015, 561, 5, 53320, 7113, 4656, 3, 16599, 14536, 16718, 3518, 5849, 4, 331, 2900, 18, 123, 2251, 702147, 1855, 3, 14536, 27096, 1968, 3518, 336, 2364, 7448, 6, 62, 5, 328498, 246, 62404, 4, 224735, 246, 2649, 2506, 236, 1913, 4, 11768, 17, 7184, 22203, 336, 19868, 21307, 4, 12206, 196, 637, 0]","[2817, 2468, 13581, 228, 16599, 3900, 376, 4656, 13458, 4, 331, 1467, 9113, 4776, 7740, 20, 62404, 33, 2649, 2506]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2659, 66, 539, 66, 308, 66, 5198, 66, 0, 643, 0]",SATADOCKU2E,1.55,6.7,6.4,3.6
1591,14691639,2724279011,[2814],"[5629, 17, 961]","[2814, 0, 1065, 11362, 4791, 12, 25858, 10287, 1282, 16350, 483]",19.99,"[30018, 30, 15640, 5145, 12, 10525, 6875, 5, 1185, 3, 25858, 10287, 1282, 2921, 4833]","[31856, 3, 867, 6, 35, 25858, 10287, 1282, 2921, 20, 3, 0, 1065, 11362, 4791, 30, 0, 33368, 12, 7, 663, 1185, 28, 4833, 1110, 11, 172, 20, 15640, 5145, 12, 25447, 479149, 24048, 35, 2921, 20, 3, 2814, 0, 1065, 11362, 594220]","[0, 1065, 11362, 4791, 30018, 30, 15640, 5145, 12, 10525, 6875, 5, 1185, 3, 25858, 10287, 1282, 2921, 4833, 2158, 483]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2509, 66, 3653, 66, 2741, 66, 5133, 66, 0, 643, 0]",VGPKBV4/B,0.05,17.04,5.72,0.2
1592,14916248,7170105651,[120196],"[23948, 64, 1022, 15649]","[120196, 601443, 1847936]",59.97,"[2866, 5, 126, 42776, 1339, 467670, 5553]","[30881, 3, 19958, 6, 8379, 4906, 76, 1398, 4, 163, 20, 28, 12716, 698170, 120196, 0, 30023, 20, 95, 624, 3459, 25, 601443, 959, 5, 193, 19, 87, 3, 502, 19, 158, 20, 51, 4465, 4, 1960155]","[120196, 601443, 214896, 891, 0, 4833, 467670, 1716778, 5553, 910, 6938, 43092, 4, 1023, 7958, 42776, 1339, 207149, 0, 24048, 6586, 20, 104, 262, 12839, 203, 3575, 4, 237, 262, 1023, 33, 43092, 3768, 0, 1465, 910, 963, 1058, 2567, 62, 5, 168, 4229, 6, 3, 205, 3458, 25767, 22868, 15498, 1852, 26854, 7902, 972, 3072, 7, 8178, 3458, 19776, 4, 7, 888, 3772, 1346, 17243, 2054]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2560, 66, 470, 66, 2119, 66, 2688, 66, 0, 643, 0]",1754490,2.09,,,
1593,17113948,8684487303,[308355],"[533, 2695]","[308355, 0, 1786, 1282, 22014, 19385, 2418, 554, 3170]",10.88,"[5670, 35536, 8004, 16985, 4, 11920, 0, 15517, 25785, 0, 0, 30674, 12, 268, 564, 1489]","[23, 1786, 1282, 19385, 2418, 554, 3170, 11, 9036, 13790, 157, 308355, 270, 392, 142, 6, 312206, 23, 0, 8043, 269, 4, 332, 4, 170, 1972, 5374, 157, 7, 623, 2218, 12, 106090, 0, 14333, 13790, 75301, 1885, 15420, 20, 0, 1701, 505, 4, 0, 1005, 30674, 472, 7, 6240, 1701, 12, 2840, 62, 5, 278, 6205, 183984, 5670, 35536, 8004, 11920, 4, 70761, 69823, 56608, 15420, 17099, 2900, 6, 7, 1543, 187, 5361, 1163316]","[308355, 0, 1786, 1282, 22014, 19385, 2418, 554, 3170, 9333, 269, 4, 9154, 1972, 12, 533, 28463, 19020, 33, 89, 2037, 246, 9154, 1972, 4867, 5670, 35536, 8004, 16985, 4, 11920, 0, 15517, 25785, 0, 69823, 56608, 15420, 12, 51, 1604, 312, 4, 1701, 505, 0, 0, 30674, 12, 268, 564, 1489, 1165793, 75301, 1885, 15420, 462135, 12, 3185, 4867, 8081, 9052, 3758, 3170, 4953, 22014]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2384, 66, 4449, 66, 3088, 66, 5287, 66, 0, 643, 0]",87303,1.1,6.0,5.7,1.8
1594,16671385,88611183167,[2799],"[4859, 7163]","[2799, 483, 47828, 12373, 0, 4859, 1434, 20, 9644, 79494, 1468106, 16204, 4, 671, 222, 232, 4217, 17368]",525.54,"[9644, 79494, 1468106, 16204, 17285, 1465, 4, 32285, 376, 868, 47828, 3311, 1339, 14302, 764, 685, 3498, 4, 2859, 7326, 10447, 1359, 671, 222, 232, 4217]","[10237, 51, 4, 87, 22, 20, 3, 2799, 12373, 53435, 356233, 63, 601, 44, 3, 18396, 19, 152, 12, 3436, 1160, 65, 361, 4092, 6656, 4, 1625, 252, 393, 706, 1320, 33, 9041, 2141, 8, 1566, 789, 337, 4030, 753, 6819, 1144, 1540, 1436, 4, 114793]","[2799, 483, 47828, 2799, 250298, 3311, 1339, 9644, 21198, 2032, 2039466, 3589, 685, 4170, 2468, 19436, 9105, 1331, 764, 3498, 12, 6176, 4, 10680, 1465, 685, 3498, 104, 360, 2649, 2506, 7561, 67, 360, 56518, 7836, 3156, 67, 360, 17768, 3156, 67, 360, 10939, 67, 360, 24173, 8313, 4, 67, 360, 11555, 8313, 119925, 52246, 1852, 1266, 10447, 1359, 671, 222, 232, 4217, 17368, 194, 703, 51, 53, 3, 624, 6, 671, 222, 871, 133, 1359, 1022, 10499, 182, 4448, 3178, 5661, 3568, 6, 1359, 2941, 4, 7464, 20, 1829510, 12786, 4, 6396, 24, 1690, 453262, 5801, 1022, 182, 293, 4, 87, 3, 123, 57, 6, 35, 95, 576177, 194, 703, 51, 53, 3, 624, 6, 1022, 182, 871, 133, 2799, 1853, 4746, 2799, 6084, 1840, 12217, 106002, 95974, 671, 1208, 13043, 10698, 605, 1347, 303, 1176, 165, 2336, 1853, 4, 8455, 36872, 3531, 8455, 20980, 12155, 24, 97, 844, 972, 20, 658563, 96, 1621, 19, 126, 3, 2546, 543, 5, 615, 35, 211, 6309, 4, 4967, 1122, 3, 107, 295, 19, 126, 3, 417096, 191, 270, 91, 23, 1772, 982, 7902, 119925, 52246, 1852, 4727, 390, 7529, 4727, 390, 7902, 3260, 2582, 1451, 194, 119, 3, 3813, 270, 6568, 12, 28, 494, 871, 133, 2, 194, 119, 7, 369, 6, 71, 1434, 2695, 871, 133, 2, 3161, 8, 35, 184, 705, 4, 6917, 12, 51, 1592, 5, 1390, 26, 0, 742, 12, 35, 11280, 4, 3, 1272, 17, 871, 133, 2]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 5078, 66, 303, 66, 5198, 66, 0, 643, 0]",HP g7-1154nr,9.4,16.22,10.55,1.22
1595,16817904,88411606373,[5484],"[5629, 17, 961]","[5484, 32305, 25, 1073, 2895, 70734, 200399, 185713]",39.0,"[2932, 172, 12, 35, 164, 296, 28683, 1801, 634, 11263, 28261, 18, 484, 3, 307, 6, 3, 2921, 4, 10754, 8, 200399, 428]","[31856, 35, 5484, 2921, 20, 3, 5484, 32305, 25, 1073, 2895, 0, 94, 42, 559619, 35, 9725, 20, 3, 2994, 6, 7, 512887, 23, 5484, 32305, 25, 1073, 2895, 27178, 11, 1949, 172, 12, 35, 28683, 1801, 634, 862729, 63, 10711, 18, 484, 3, 307, 6, 3, 2921, 4, 10754, 8, 1146, 22, 3, 205, 215, 4, 322, 6, 7, 4221, 2921, 2039233]","[5484, 32305, 25, 1073, 2895, 70734, 200399, 185713, 2932, 172, 12, 35, 164, 296, 28683, 1801, 634, 11263, 28261, 18, 484, 3, 307, 6, 3, 2921, 4, 10754, 8, 9333, 3, 205, 215, 4, 322, 6, 7, 4221, 2921, 9725, 200399, 428]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 3380, 66, 387, 66, 2659, 66, 0, 643, 0]",YXMRF,,15.12,9.7,0.5
1596,16817921,88411606404,[5484],"[5629, 17, 961]","[5484, 32305, 25, 1073, 2895, 70734, 20053, 3048, 314760]",39.0,"[2932, 172, 12, 35, 164, 470, 28683, 1801, 634, 11263, 28261, 18, 484, 3, 307, 6, 3, 2921, 4, 10754, 8, 20053, 3048, 428]","[31856, 35, 5484, 2921, 20, 3, 5484, 32305, 25, 1073, 2895, 0, 94, 42, 559619, 35, 9725, 20, 3, 2994, 6, 7, 512887, 23, 5484, 32305, 25, 1073, 2895, 27178, 11, 1949, 172, 12, 35, 28683, 1801, 634, 862729, 63, 10711, 18, 484, 3, 307, 6, 3, 2921, 4, 10754, 8, 1146, 22, 3, 205, 215, 4, 322, 6, 7, 4221, 2921, 2039233]","[5484, 32305, 25, 1073, 2895, 70734, 20053, 3048, 314760, 2932, 172, 12, 35, 164, 470, 28683, 1801, 634, 11263, 28261, 18, 484, 3, 307, 6, 3, 2921, 4, 10754, 8, 9333, 3, 205, 215, 4, 322, 6, 7, 4221, 2921, 9725, 20053, 3048, 428]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 3380, 66, 387, 66, 2659, 66, 0, 643, 0]",40N0C,0.93,16.77,10.65,0.5
1597,17129104,88538200361,[821030],"[2942, 2695]","[4667, 10271, 2838, 12, 3389, 81, 650]",24.99,"[149, 1248, 270, 4667, 2838, 888, 4344, 376, 902, 12, 3389, 81, 494537, 36229, 1024]","[821030, 4667, 10271, 2838, 12, 3389, 81, 11, 7, 3962, 376, 902, 16, 10480, 144, 6, 3389, 81, 30, 4903, 4, 0]","[149, 1248, 270, 4667, 2838, 888, 4344, 376, 902, 12, 3389, 81, 494537, 36229, 1024, 3705, 561, 5, 44, 3970, 2866, 2900, 30, 3221, 402, 2651, 5145, 8664]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 4493, 66, 4971, 66, 7025, 66, 0, 643, 0]",TR-SBCIPD2-RW,0.5,11.5,9.4,1.1
1598,16880583,2989249627,[12520],"[5629, 17, 961]","[553690, 866754, 263, 483, 6311, 6981]",0.0,"[7285, 42, 16791, 268, 6540, 119865, 4, 4281, 7920]","[665, 35, 1609, 936, 12, 3, 1081, 20, 3, 553690, 866754, 263, 483, 6311, 0, 23, 10725, 677, 42, 112, 7, 309, 477632]","[553690, 866754, 263, 483, 6311, 6981, 7285, 42, 16791, 6540, 62, 5, 5638, 3282, 32923, 119865, 4, 4281, 7920]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2509, 66, 4204, 66, 5099, 66, 3844, 66, 0, 643, 0]",51653-76-08,,9.75,4.0,1.5
1599,14926508,7771114801,[16155],"[23948, 64, 1022, 15649]","[16155, 67, 15466, 1770, 19441, 4047, 31220]",7.24,"[35400, 1765, 14567, 7273, 4774, 8, 247, 27947, 3458]","[23, 16155, 67, 15466, 1770, 19441, 4047, 31220, 4774, 8, 247, 60, 5363, 768, 8414, 4, 771222, 77, 23833, 11, 159, 12, 23392, 4, 3121, 33, 892, 292374]","[16155, 67, 15466, 1770, 19441, 4047, 31220, 19441, 2287, 23833, 35400, 1765, 14567, 12961, 377, 1258, 10220, 2287, 80849, 7273, 4774, 8, 247, 27947, 3458, 12, 6526, 11905, 196, 2158, 838]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2560, 66, 4853, 66, 303, 66, 381, 66, 0, 643, 0]",14801,0.418,,,
1600,14931545,7333343460,"[536, 1449, 4008]","[23948, 64, 1022, 15649]","[536, 2732, 1564, 3238, 20759, 1059, 2307, 8, 6043, 912, 4, 221581, 6836]",3.88,"[26099, 627, 873, 4982, 15744, 67638, 5128, 1095]","[4570, 4092, 20, 3, 536, 2732, 64442, 237, 6043, 6836, 20759, 1324745, 77, 0, 8408, 624, 10500, 5128, 5850, 60, 35, 1095, 768, 2153698]","[536, 2732, 20759, 1059, 1564, 13755, 26099, 627, 873, 4982, 15744, 67638, 5128, 1095, 610, 12, 620, 1271, 8, 654]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2560, 66, 2396, 66, 2396, 66, 3563, 66, 0, 643, 0]",43460,0.596,,,
1601,15053973,4588814680,[20416],"[23948, 64, 1022, 15649]","[20416, 360981, 35400, 12383, 14192, 3769, 10467, 8404, 1772, 483, 8230, 419, 38222]",24.94,"[483, 5725, 1077950, 338424, 896]","[23, 20416, 360981, 12383, 35400, 14192, 3769, 10467, 270, 807439, 5725, 6206, 338424, 497233, 23, 524528, 54109, 5725, 11, 8606, 4, 0, 23, 20416, 360981, 12383, 35400, 14192, 3769, 10467, 270, 62502, 8317, 3421, 19, 114, 83, 19, 3419, 769, 670, 18, 1781296]","[20416, 360981, 35400, 12383, 14192, 3769, 10467, 8404, 1772, 483, 8230, 485685, 483, 5725, 35400, 10144, 1538, 9753, 6381, 34606, 5725, 1681, 5976, 5145, 7193, 338424, 896, 1077950]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2650, 66, 4661, 66, 4713, 66, 381, 66, 0, 643, 0]",14680,0.555,,,
1602,15066781,8648673891,[12520],"[23948, 64, 1022, 15649]","[111753, 104, 67, 81, 16228, 20609, 1770, 7186, 7905, 9988]",11.94,"[0, 144, 157390, 647, 4, 1682, 7923, 25731, 81, 268, 117270, 15061, 26, 307, 20, 90559, 5456]","[3905, 12, 7527, 4, 10102, 25731, 81, 268, 4648, 867, 117270, 15061, 26, 307, 20, 90559, 0, 1168, 6, 4098, 11, 8028, 20, 14625, 12, 1084, 2277, 6108, 4, 6526, 6, 653879, 21048, 197, 647, 601, 1406, 561, 5, 0, 7619, 4, 2852, 24, 1435, 13692, 5, 315, 5363, 2083882]","[111753, 20609, 1770, 7186, 7905, 9988, 111753, 5953, 637, 4098, 20, 25731, 81, 268, 117270, 15061, 26, 307, 20, 90559, 5456, 1168, 6, 4098, 8028, 20, 14625, 12, 1084, 2277, 4, 6526, 6, 918, 21048, 197, 647, 7619, 4, 2852, 1435, 13692, 2141, 5363, 2456]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2384, 66, 3014, 66, 5042, 66, 4874, 66, 0, 643, 0]",73892,0.868,,,
1603,15074403,2571952104,"[11219, 1449]","[23948, 64, 1022, 15649]","[11219, 1449, 966, 7186, 3001, 876432, 2106, 1770, 483]",51.94,"[19194, 18613, 2269, 637, 6737, 10051, 5, 98, 1116, 33, 1588, 4448, 8106, 12190]","[2160, 394, 1320, 8414, 4, 28633, 20, 3, 11219, 1449, 966, 7186, 3001, 876432, 2106, 476384, 1454, 6453, 18613, 2269, 637, 6737, 24, 1179, 5, 1334, 62, 5, 1639, 292374, 94, 42, 10051, 22, 5, 98, 1116, 33, 1588, 5, 565, 4120, 1765, 162, 19, 152, 22, 616610, 23, 11219, 1449, 966, 7186, 3001, 876432, 2106, 1770, 743, 8106, 0]","[11219, 1449, 966, 7186, 3001, 876432, 2106, 1770, 483, 19194, 18613, 2269, 637, 6737, 10051, 5, 98, 1116, 33, 1588, 33262, 20, 21931, 4098, 1569, 7838, 4448, 8106, 12190, 42681, 3813, 270, 1372, 4871, 6392, 116820, 81, 2054]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2509, 66, 4788, 66, 513, 66, 3636, 66, 0, 643, 0]",52104,7.0,,,
1604,15117977,7251223764,[140081],"[23948, 64, 1022, 15649]","[140081, 30042, 1786, 1186, 6191, 21224]",32.94,"[7693, 7834, 15392, 8317, 96059]","[23, 140081, 30042, 1786, 1186, 6191, 21224, 11, 2315, 12, 18243, 3551, 4, 5426, 101328, 80, 104, 2192, 2665, 7834, 2959, 35, 897, 1296, 30, 17128, 1916406, 23, 1888, 3560, 8317, 752, 2152, 51, 897, 101, 1087, 4404, 0, 23, 8364, 5537, 204153, 7193, 715, 7, 1806, 896, 312206, 23, 452, 1985, 184513, 44434, 1070, 4, 41400, 13694, 965303, 1153985, 140081, 30042, 1786, 1186, 6191, 21224, 46, 7, 12484, 4098, 3425, 4, 0, 23, 11119, 11, 34077, 4, 0]","[140081, 30042, 1786, 1186, 6191, 21224, 15392, 3560, 8317, 8364, 5537, 204153, 7193, 2781, 1985, 44434, 777034, 7186, 3425, 4, 44434, 972, 104, 2192, 2665, 7834, 35400, 96059]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2560, 66, 392, 66, 251, 66, 580, 66, 0, 643, 0]",,,,,
1605,15141033,71706813228,[96403],"[5629, 17, 961]","[96403, 2817, 23730, 1685073, 12, 120906, 6502, 33, 171053]",77.99,"[57849, 902, 3263, 23665, 111, 3, 307, 6, 1087, 1588, 1418197, 16768, 20, 7, 808, 5, 1006, 561, 5, 4058, 23376, 2683, 33, 2587, 15512, 1912, 196912, 1588, 1418197, 20476, 5906, 2269, 577530]",[0],"[0, 902, 3263, 23665, 111, 3, 307, 6, 1087, 1588, 1418197, 16768, 20, 7, 808, 5, 1006, 561, 5, 4058, 23376, 2683, 33, 2587, 15512, 1912, 196912, 1588, 1418197, 20476, 5906, 2269, 577530]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 4741, 66, 1797, 66, 4449, 66, 385, 66, 0, 643, 0, 643, 0]",40962,1.0,,,
1606,15142531,71706802674,[96403],"[5629, 17, 961]","[96403, 935339, 6663, 5341, 25440, 4330, 17, 2122, 360, 2508, 554, 6022]",1630.99,"[96403, 601, 7, 1085, 686, 6, 13503, 3221, 12536, 1181, 883, 12, 98, 152, 6409, 30, 2322, 110281, 5, 187, 13662, 891, 5, 366, 3, 2094, 2996, 4, 123, 3185, 867, 0, 242, 96403, 3221, 12536, 7940, 7687, 42, 778, 3005, 268, 2996, 1137, 259, 3274, 3, 2785, 143441, 77, 8664, 11, 16044, 18, 7, 8078, 1679, 722749, 33, 12212, 935339, 0, 96403, 17057, 7, 555, 8664, 447, 68, 31147, 7829, 3, 5579, 2736, 5, 3, 8820, 1792, 7, 115, 268, 1643, 6, 30325, 4709, 36, 5, 15363, 33, 5456, 143441, 6663, 6298, 2468, 0, 9651, 428, 3875, 23250, 5, 98, 2900, 0, 132, 360, 104, 17357, 1263, 4034, 0, 2280, 16282, 527, 25390, 0, 45538, 1630, 0, 618, 14702, 1181, 4030, 312, 1269, 33196, 81]",[0],"[0, 601, 7, 1085, 686, 6, 13503, 3221, 12536, 1181, 883, 12, 98, 152, 6409, 30, 2322, 110281, 5, 187, 13662, 891, 5, 366, 3, 2094, 2996, 4, 123, 3185, 867, 0, 242, 96403, 3221, 12536, 7940, 7687, 42, 778, 3005, 268, 2996, 1137, 259, 3274, 3, 2785, 143441, 77, 8664, 11, 16044, 18, 7, 8078, 1679, 722749, 33, 12212, 935339, 0, 96403, 17057, 7, 555, 8664, 447, 68, 31147, 7829, 3, 5579, 2736, 5, 3, 8820, 1792, 7, 115, 268, 1643, 6, 30325, 4709, 36, 5, 15363, 33, 5456, 143441, 6663, 6298, 2468, 32196, 9651, 428, 3875, 23250, 5, 98, 2900, 13342, 132, 360, 104, 17357, 1263, 4034, 107761, 2280, 16282, 527, 25390, 483, 45538, 1630, 6298, 618, 14702, 1181, 4030, 312, 1269, 33196, 81]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 4741, 66, 1797, 66, 4449, 66, 2509, 66, 0, 643, 0, 643, 0]",27559,145.0,,,
1607,15172398,3733212597,"[41229, 11396]","[5629, 17, 961]","[41229, 11396, 1560703, 0, 406990, 5520, 10717, 131869, 11490]",599.0,"[8301, 157, 68673, 5689, 24708, 4, 43331, 9591, 7304, 5784, 499, 2975, 10401, 20, 44, 8106, 3271]","[23, 41229, 11396, 1560703, 0, 406990, 5520, 10717, 131869, 11490, 254, 12, 2303, 1546, 967, 4, 14277, 1205, 46, 7, 78121, 7304, 5784, 499, 2975, 20, 40, 2546, 4045, 6, 103, 513, 2, 69408, 9284, 259, 246, 1852, 390, 282, 224764, 5, 1379304, 4, 111, 34385, 5, 0, 11422, 3240, 2197, 8, 5542, 1759, 2230, 8226, 35929, 1612, 2499, 4, 780, 1234406, 63, 46, 55900, 278568, 2744, 5849, 4, 55900, 317470, 2499, 0, 1511, 722, 12230, 323, 19477, 4012, 630, 2649, 3156, 78367, 4383, 3156, 4, 0, 0, 717037, 2649, 2692, 5414, 5575, 20, 7917, 390, 722, 4, 2612, 19645, 624, 6, 671, 4, 2256, 3520, 17383, 13581, 19477, 2557, 4158, 6, 1205, 2536, 1243, 152639, 336, 4, 5000, 390, 1286, 630, 44, 278, 967, 0]","[41229, 11396, 1560703, 0, 406990, 5520, 10717, 131869, 11490, 8301, 157, 68673, 5689, 24708, 4, 43331, 9591, 7304, 5784, 499, 2975, 19436, 5609, 982, 2240, 2692, 2218, 45950, 30541, 16985, 381, 531, 748, 2536, 4, 147, 531, 313, 2536, 22484, 4391, 630, 2649, 3156, 78367, 4383, 3156, 4, 0, 5663, 10401, 20, 44, 8106, 3271]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2618, 66, 4874, 66, 1771, 66, 251, 66, 0, 643, 0]",SU1500RTXL2UA,54.0,24.0,20.5,9.0
1608,15406248,2521519312,[96184],"[2942, 2695]","[96184, 160132, 1282, 15214, 60555, 6086]",16.18,"[2158, 6086, 20262, 7715, 4, 427, 5, 6279, 8931, 12, 187, 4, 996]","[23, 96184, 160132, 1282, 15214, 60555, 24, 2315, 12, 187, 4, 822530, 23, 160132, 634, 715, 2057, 15640, 21480, 12, 7, 1806, 1185, 4, 3708, 0]","[96184, 160132, 1282, 15214, 60555, 2158, 6086, 127159, 891, 15351, 16, 715, 869, 4, 3005, 799, 5976, 15640, 21480, 366, 1806, 1185, 4, 3708, 12684, 8931, 12, 187, 4, 996, 20262, 7715, 4, 427, 5, 6279]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2509, 66, 3636, 66, 296, 66, 513, 66, 0, 643, 0]",190238,0.95,5.75,1.75,1.3
1609,15523489,71803775314,"[1903, 1331]","[3211, 13085]","[1903, 1331, 29187, 34994, 997, 57778, 140271, 3900, 16599, 3211, 2208, 0]",51.12,"[3583, 9034, 57778, 9484, 16599, 4191, 9667, 3900, 3211, 2208, 3365, 140271]","[23, 29187, 34994, 997, 140271, 16599, 3900, 376, 868, 11, 663, 12, 2921, 959, 75, 1590, 2635, 2492, 4, 104453, 538025]","[1903, 1331, 29187, 34994, 997, 3900, 3211, 2208, 3365, 140271, 8931, 12, 5380, 1301, 2037, 6, 44, 2923, 279, 2921, 3603, 3249, 1765, 4, 1301, 764, 953, 10230, 20, 671, 1028, 671, 4212, 671, 3791, 4, 2256, 3520]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4741, 66, 1564, 66, 2984, 66, 2333, 66, 0, 643, 0]",WDBABC3200ANC,0.22,3.9,2.8,0.4
1610,15540326,5465117373,"[4387, 11849]","[5629, 17, 961]","[4387, 11849, 3323, 35613, 107126, 1228, 1786, 3323, 1200]",39.99,"[53026, 469876, 1786, 4387, 1972, 474, 2533, 2649, 2218]","[4387, 11849, 3323, 35613, 107126, 1228, 1786, 3323, 1200, 2478, 3628, 6264, 2415, 1972, 5, 98, 417096, 6875, 12, 2635, 29019, 28, 799, 685, 11, 321, 373, 5, 1185, 102, 35, 4098, 4, 22, 4481, 18, 35, 808, 827054, 3349, 3628, 2415, 11841, 20, 1436, 4, 508, 4, 4214, 44, 6, 35, 1434, 4, 252, 1591400, 23, 3323, 35613, 107126, 1228, 1786, 11, 3, 7038, 4, 8335, 3979, 5, 53026, 469876, 1786, 1972, 617533]","[4387, 11849, 3323, 35613, 107126, 1228, 1786, 3323, 1200, 53026, 469876, 1786, 4387, 1972, 474, 2533, 2649, 2218, 3260, 350, 35826, 7734, 1294, 671, 2251, 254, 4776]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2688, 66, 3606, 66, 3542, 66, 470, 66, 0, 643, 0]",SB1290,0.3,5.6,5.5,1.6
1611,15737689,64543923151,[373681],"[2291, 17, 961]","[373681, 0, 21173, 16928]",15.72,"[724340, 35, 47829, 2218, 5, 16533, 149, 6448, 33, 3102, 126, 3097, 6, 168]","[23, 373681, 0, 21173, 16928, 11, 184, 5, 9265, 35, 19094, 8753, 5, 3115, 5, 1087, 16533, 4753, 5, 2037, 65, 70890, 4, 0, 408, 268, 397, 15420, 24, 12, 6448, 33, 3102, 292374]","[373681, 0, 21173, 16928, 724340, 35, 47829, 2218, 5, 16533, 149, 6448, 33, 3102, 126, 3097, 6, 168]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 3014, 66, 4089, 66, 3133, 66, 580, 66, 0, 643, 0]",QSBNCOMP10,0.55,8.25,6.55,3.8
1612,15907791,88537000293,[1359],"[5629, 17, 961]","[1359, 212304, 1256004, 2649, 2032, 14302, 0]",36.97,"[3726, 14272, 2032, 269, 517699, 1444, 4448, 8356, 4254, 358]","[3349, 7, 9239, 22323, 762, 2612, 1239, 4, 3, 13531, 867, 4, 9290, 6, 517699, 1444, 20, 3, 1359, 212304, 0]","[1359, 212304, 1256004, 3726, 14272, 2032, 269, 2255, 1239, 517699, 1444, 3378, 1643, 8220, 4448, 8356, 4254, 358]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 4493, 66, 1797, 66, 7025, 66, 0, 643, 0]",7PD-00001,,7.0,5.7,2.0
